2023-12-27 21:12:100 INFO  ManageBrowser :30 - launching chrome browser
2024-01-01 00:01:330 INFO  ProductPage :195 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 00:01:344 INFO  ProductPage :223 - Click on view cart [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-01 00:01:597 INFO  ShoppingCartPage :76 - Getting welcome text from shopping cart page : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //li[@class='active']]
2024-01-01 00:01:639 INFO  ShoppingCartPage :80 - Clicking on proceed to checkout button : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: (//a[normalize-space()='Proceed To Checkout'])[1]]
2024-01-01 00:01:746 INFO  ShoppingCartPage :85 - Clicking on register link on checkout popup : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //u[normalize-space()='Register / Login']]
2024-01-01 00:01:100 INFO  ShoppingCartPage :91 - Sending data to Name Field in Signup : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@placeholder='Name']]
2024-01-01 00:01:223 INFO  ShoppingCartPage :93 - Sending data to Email Field in Signup : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@data-qa='signup-email']]
2024-01-01 00:01:483 INFO  LoginPage :278 - Clicking on Signup button : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //button[normalize-space()='Signup']]
2024-01-01 00:01:568 INFO  LoginPage :172 - Selecting radio button against Mrs.
2024-01-01 00:01:591 INFO  LoginPage :177 - Enter password [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='password']]
2024-01-01 00:01:704 INFO  LoginPage :181 - Enter Day [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> css selector: #days]
2024-01-01 00:01:857 INFO  LoginPage :186 - Enter month [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //select[@id='months']]
2024-01-01 00:01:957 INFO  LoginPage :191 - Enter year [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //select[@id='years']]
2024-01-01 00:01:45 INFO  LoginPage :205 - Enter first name [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='first_name']]
2024-01-01 00:01:126 INFO  LoginPage :210 - Enter last name [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='last_name']]
2024-01-01 00:01:201 INFO  LoginPage :214 - Enter address1 [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='address1']]
2024-01-01 00:01:308 INFO  LoginPage :218 - Enter address2 [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='address2']]
2024-01-01 00:01:390 INFO  LoginPage :222 - Select country [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //select[@id='country']]
2024-01-01 00:01:468 INFO  LoginPage :226 - Enter state [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='state']]
2024-01-01 00:01:601 INFO  LoginPage :230 - Enter city [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='city']]
2024-01-01 00:01:715 INFO  LoginPage :234 - Enter code [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='zipcode']]
2024-01-01 00:01:829 INFO  LoginPage :238 - Enter number [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@id='mobile_number']]
2024-01-01 00:01:941 INFO  LoginPage :242 - Click on create account [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //button[contains(text(),'Create Account')]]
2024-01-01 00:01:239 INFO  LoginPage :285 - Getting account created message : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //b[normalize-space()='Account Created!']]
2024-01-01 00:01:268 INFO  LoginPage :250 - Click on continue button [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //a[contains(text(),'Continue')]]
2024-01-01 00:01:970 INFO  LoginPage :290 - Getting text from login page : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //li[10]//a[1]]
2024-01-01 00:01:760 INFO  Homepage :52 - CLicking on Cart header tab : [[[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 00:01:776 INFO  ShoppingCartPage :80 - Clicking on proceed to checkout button : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: (//a[normalize-space()='Proceed To Checkout'])[1]]
2024-01-01 00:01:841 INFO  ShoppingCartPage :101 - Click on place order [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //a[normalize-space()='Place Order']]
2024-01-01 00:01:667 INFO  CheckOutPage :60 - Sending Piyush Patel to Name on Card field : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@name='name_on_card']]
2024-01-01 00:01:785 INFO  CheckOutPage :62 - Sending 4263982640269299 to Card Number : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@name='card_number']]
2024-01-01 00:01:851 INFO  CheckOutPage :64 - Sending 837 to CVC field : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@placeholder='ex. 311']]
2024-01-01 00:01:916 INFO  CheckOutPage :66 - Sending 02 to Month field : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@placeholder='MM']]
2024-01-01 00:01:980 INFO  CheckOutPage :68 - Sending 2026 to Year field : [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //input[@placeholder='YYYY']]
2024-01-01 00:01:995 INFO  ShoppingCartPage :106 - Click on Pay button [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //button[@id='submit']]
2024-01-01 00:01:843 INFO  ShoppingCartPage :110 - Verify order successful message [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //p[normalize-space()='Congratulations! Your order has been confirmed!']]
2024-01-01 00:01:593 INFO  Homepage :52 - CLicking on Delete Account header tab : [[[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li], [[ChromeDriver: chrome on windows (a003c89f2f71e6e77a04d9f9f9373a6b)] -> xpath: //ul[@class='nav navbar-nav']/li]]
2024-01-01 12:01:901 INFO  ManageBrowser :30 - launching chrome browser
2024-01-01 12:01:785 INFO  ProductPage :188 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 12:01:68 INFO  ProductPage :195 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p], [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //div[@class='product-image-wrapper']/div/div/p]]
2024-01-01 12:01:100 INFO  ProductPage :223 - Click on view cart [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-01 12:01:812 INFO  ShoppingCartPage :76 - Getting welcome text from shopping cart page : [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //li[@class='active']]
2024-01-01 12:01:854 INFO  ShoppingCartPage :80 - Clicking on proceed to checkout button : [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: (//a[normalize-space()='Proceed To Checkout'])[1]]
2024-01-01 12:01:934 INFO  ShoppingCartPage :85 - Clicking on register link on checkout popup : [[ChromeDriver: chrome on windows (d5c7f2ab2f57e9b905d24aabc1c871a8)] -> xpath: //u[normalize-space()='Register / Login']]
